"customerkey","first_order_date","cohort_year","second_order_date","second_order_lag"
1723977,"2021-12-25","2021","2022-07-04",191
341041,"2022-04-30","2022","2022-09-10",133
508519,"2023-02-17","2023","2023-06-11",114
530749,"2022-03-29","2022","2023-03-18",354
482390,"2022-01-24","2022","2022-12-07",317
1724973,"2021-12-23","2021","2023-02-04",408
1759674,"2022-11-28","2022","2023-07-21",235
401396,"2022-02-09","2022","2023-11-16",645
1059705,"2021-06-15","2021","2021-08-26",72
1569798,"2022-09-06","2022","2023-07-18",315
1684697,"2022-03-18","2022","2023-01-19",307
302901,"2023-09-21","2023","2023-10-03",12
1978021,"2020-05-08","2020","2023-06-15",1133
1735023,"2022-03-04","2022","2022-08-13",162
10053,"2021-07-12","2021","2023-02-16",584
358104,"2022-10-24","2022","2023-02-16",115
587100,"2021-08-12","2021","2023-01-26",532
888818,"2021-10-18","2021","2023-10-18",730
862834,"2021-12-29","2021","2023-06-29",547
326503,"2022-08-29","2022","2022-09-02",4
1807058,"2020-03-05","2020","2021-01-16",317
691412,"2021-08-18","2021","2022-08-30",377
589633,"2020-01-03","2020","2023-05-21",1234
1515866,"2022-01-15","2022","2022-05-12",117
1514419,"2022-10-15","2022","2023-02-25",133
1390727,"2022-06-24","2022","2023-08-12",414
1606739,"2021-09-02","2021","2022-05-28",268
1885675,"2020-03-04","2020","2021-12-23",659
450480,"2023-03-03","2023","2023-06-03",92
1815504,"2023-01-26","2023","2023-06-21",146
894753,"2021-11-02","2021","2023-02-07",462
2000127,"2023-08-29","2023","2023-10-09",41
1438281,"2021-10-27","2021","2023-11-28",762
1400304,"2021-09-15","2021","2022-06-30",288
1355338,"2022-03-02","2022","2023-02-25",360
407527,"2023-01-20","2023","2023-08-29",221
442030,"2021-08-20","2021","2022-08-23",368
1882420,"2020-02-20","2020","2021-07-20",516
1668580,"2021-03-02","2021","2021-09-22",204
1873663,"2020-01-19","2020","2023-12-23",1434
1891934,"2021-12-04","2021","2022-02-22",80
797517,"2023-02-21","2023","2023-12-08",290
1741607,"2022-08-20","2022","2022-10-08",49
1200054,"2022-03-23","2022","2023-06-25",459
1440818,"2020-01-02","2020","2021-09-23",630
553883,"2022-03-12","2022","2022-12-15",278
2013770,"2020-10-20","2020","2021-10-25",370
340129,"2021-09-04","2021","2021-10-02",28
74046,"2022-02-17","2022","2022-09-17",212
492579,"2022-10-06","2022","2023-11-11",401
1781085,"2021-06-16","2021","2022-11-15",517
564579,"2023-01-30","2023","2023-11-11",285
1991294,"2021-07-21","2021","2023-08-08",748
1924133,"2020-01-25","2020","2023-07-15",1267
243050,"2023-02-18","2023","2023-06-28",130
1542190,"2022-08-31","2022","2023-02-11",164
593289,"2023-01-04","2023","2023-12-23",353
1666109,"2021-02-18","2021","2022-03-16",391
571783,"2020-12-28","2020","2022-03-22",449
1851553,"2021-12-01","2021","2023-06-13",559
358197,"2020-09-19","2020","2021-09-23",369
477421,"2022-09-21","2022","2023-12-28",463
1321988,"2022-10-07","2022","2023-03-08",152
685597,"2022-11-09","2022","2023-01-07",59
589473,"2020-05-06","2020","2021-05-08",367
1808260,"2020-12-19","2020","2023-09-16",1001
1261183,"2020-05-04","2020","2021-10-30",544
1276925,"2020-12-18","2020","2021-12-27",374
820291,"2023-06-17","2023","2023-11-24",160
1241688,"2022-06-04","2022","2023-05-16",346
209094,"2023-02-07","2023","2023-10-07",242
1840015,"2020-01-03","2020","2022-03-11",798
270688,"2020-02-20","2020","2022-06-13",844
2060280,"2020-02-05","2020","2022-04-05",790
1745438,"2020-05-27","2020","2021-09-23",484
356768,"2022-08-20","2022","2023-01-21",154
1920113,"2021-08-14","2021","2022-01-25",164
463848,"2020-12-17","2020","2022-01-10",389
579779,"2022-02-17","2022","2023-11-18",639
469579,"2022-09-16","2022","2023-12-09",449
1212098,"2021-07-06","2021","2022-07-29",388
544441,"2022-11-24","2022","2023-02-22",90
1082772,"2022-11-17","2022","2023-02-11",86
501351,"2023-01-10","2023","2023-09-30",263
1280603,"2022-02-23","2022","2022-10-06",225
386053,"2020-10-23","2020","2021-08-10",291
300656,"2022-04-11","2022","2022-07-26",106
1596223,"2021-06-05","2021","2022-01-26",235
1063948,"2021-10-08","2021","2022-08-24",320
1747080,"2020-02-17","2020","2022-02-21",735
176715,"2023-06-19","2023","2023-09-09",82
1286952,"2023-02-28","2023","2023-05-06",67
370482,"2021-09-25","2021","2022-09-29",369
888564,"2022-05-30","2022","2023-06-10",376
85762,"2021-05-13","2021","2021-12-28",229
1427378,"2021-10-04","2021","2022-08-05",305
693840,"2022-09-05","2022","2022-12-20",106
2039830,"2021-08-06","2021","2022-11-22",473
1621004,"2022-10-04","2022","2023-05-01",209
1345359,"2022-08-11","2022","2022-12-28",139
1356356,"2022-07-19","2022","2022-07-23",4
576563,"2022-07-15","2022","2022-09-20",67
383076,"2021-11-21","2021","2022-05-28",188
1626961,"2020-02-01","2020","2021-06-29",514
905999,"2020-11-09","2020","2023-06-21",954
1587423,"2021-06-08","2021","2021-10-21",135
697366,"2022-12-20","2022","2023-07-31",223
1453785,"2022-09-27","2022","2022-11-08",42
422008,"2021-09-02","2021","2022-05-19",259
1543601,"2021-12-07","2021","2022-11-04",332
488639,"2022-03-08","2022","2023-04-28",416
1480965,"2020-02-24","2020","2021-09-12",566
1041745,"2022-02-11","2022","2023-01-25",348
2099174,"2020-03-12","2020","2023-09-13",1280
932957,"2021-01-13","2021","2021-12-18",339
1235688,"2020-02-20","2020","2023-07-11",1237
1471954,"2021-11-17","2021","2023-09-30",682
1184644,"2020-03-07","2020","2021-11-10",613
1905197,"2022-05-25","2022","2023-09-02",465
287220,"2020-01-03","2020","2022-06-02",881
1889497,"2022-01-07","2022","2023-04-19",467
1726529,"2020-06-30","2020","2023-03-09",982
292107,"2021-01-30","2021","2023-10-11",984
1733325,"2022-09-14","2022","2022-12-30",107
488960,"2022-11-24","2022","2023-06-17",205
394815,"2022-05-07","2022","2023-07-08",427
89880,"2021-05-31","2021","2023-07-13",773
546134,"2021-12-10","2021","2023-11-21",711
1400957,"2022-06-22","2022","2022-11-08",139
1322147,"2021-11-30","2021","2022-06-20",202
1429861,"2022-07-13","2022","2023-02-27",229
541071,"2020-05-29","2020","2021-11-29",549
393198,"2022-02-12","2022","2022-09-26",226
1706708,"2022-01-27","2022","2023-12-29",701
1036636,"2022-05-27","2022","2022-08-08",73
823835,"2022-12-17","2022","2023-06-25",190
2008289,"2020-01-06","2020","2021-07-14",555
886565,"2022-01-04","2022","2023-04-23",474
1226259,"2020-02-14","2020","2022-07-21",888
1390195,"2020-01-01","2020","2021-09-09",617
1519126,"2020-03-06","2020","2020-07-17",133
171215,"2021-11-27","2021","2022-02-16",81
1226373,"2022-05-19","2022","2023-11-20",550
1242309,"2022-03-03","2022","2022-03-11",8
1946343,"2022-01-08","2022","2022-12-11",337
1431294,"2020-04-27","2020","2022-12-22",969
1800840,"2022-12-24","2022","2023-06-05",163
1028920,"2020-03-17","2020","2021-06-19",459
804554,"2022-06-04","2022","2022-11-30",179
1520671,"2022-08-03","2022","2022-08-11",8
366552,"2022-06-09","2022","2022-12-06",180
1157571,"2023-03-03","2023","2023-05-22",80
1719403,"2021-02-24","2021","2023-11-25",1004
1564342,"2022-02-10","2022","2023-01-05",329
446541,"2022-07-22","2022","2023-08-11",385
112725,"2022-10-22","2022","2023-02-08",109
1735675,"2022-06-18","2022","2022-11-12",147
802030,"2021-03-12","2021","2022-08-11",517
1790578,"2021-02-06","2021","2022-12-29",691
881522,"2021-09-25","2021","2022-06-29",277
551896,"2021-09-10","2021","2021-10-06",26
1471119,"2022-09-03","2022","2022-11-17",75
1646947,"2020-07-13","2020","2023-06-05",1057
396640,"2021-07-31","2021","2023-11-01",823
79703,"2020-09-28","2020","2022-10-16",748
1598660,"2022-07-07","2022","2022-12-21",167
2097916,"2022-07-02","2022","2023-11-02",488
548989,"2021-11-22","2021","2022-11-26",369
1221694,"2022-07-13","2022","2022-12-14",154
1137923,"2023-10-31","2023","2023-12-21",51
1180515,"2021-03-06","2021","2022-05-27",447
1433715,"2022-02-23","2022","2023-02-16",358
897110,"2020-09-03","2020","2022-05-23",627
1509560,"2020-09-30","2020","2023-03-01",882
858164,"2021-09-18","2021","2021-11-22",65
1243638,"2021-01-07","2021","2022-01-15",373
2036829,"2020-04-01","2020","2021-02-26",331
1469097,"2020-02-01","2020","2020-08-06",187
837798,"2021-03-11","2021","2023-01-24",684
1648798,"2021-01-21","2021","2022-01-26",370
1797024,"2023-08-12","2023","2023-10-13",62
479790,"2022-09-21","2022","2023-05-06",227
1897504,"2023-09-07","2023","2023-11-14",68
1344850,"2023-07-01","2023","2023-12-11",163
1548356,"2022-01-05","2022","2022-07-10",186
583493,"2022-02-19","2022","2023-06-07",473
1551233,"2022-02-19","2022","2023-06-07",473
32338,"2021-07-29","2021","2023-05-16",656
1758930,"2021-04-28","2021","2023-08-24",848
100504,"2022-09-01","2022","2023-10-07",401
1827782,"2020-03-06","2020","2023-03-09",1098
1457994,"2022-01-08","2022","2022-02-24",47
1659617,"2020-02-25","2020","2023-02-01",1072
1187550,"2021-12-06","2021","2023-10-21",684
1982311,"2022-12-25","2022","2023-02-10",47
1214165,"2020-06-11","2020","2021-06-01",355
248258,"2022-06-29","2022","2023-04-29",304
2093871,"2022-06-07","2022","2022-06-08",1
1656033,"2020-03-14","2020","2023-07-07",1210
445074,"2022-09-10","2022","2023-03-08",179
925350,"2022-03-10","2022","2022-05-04",55
1432306,"2021-11-04","2021","2021-12-09",35
1635407,"2023-01-11","2023","2023-04-05",84
1434512,"2022-06-11","2022","2022-07-25",44
527208,"2021-11-20","2021","2023-02-18",455
550883,"2020-09-10","2020","2022-02-18",526
1203238,"2022-12-31","2022","2023-11-02",306
1459690,"2022-02-12","2022","2023-05-24",466
812130,"2022-05-22","2022","2023-04-26",339
1131046,"2021-08-07","2021","2022-10-13",432
567025,"2021-11-30","2021","2022-06-30",212
1275657,"2021-07-03","2021","2022-05-26",327
494741,"2022-02-14","2022","2023-08-18",550
842580,"2021-07-14","2021","2023-10-28",836
541972,"2020-02-17","2020","2022-03-03",745
529111,"2022-10-28","2022","2022-12-28",61
500279,"2023-08-16","2023","2023-12-11",117
341565,"2021-10-29","2021","2022-01-22",85
594395,"2022-11-30","2022","2023-10-06",310
1548101,"2020-12-09","2020","2023-12-06",1092
1690827,"2022-05-09","2022","2023-11-13",553
1847862,"2021-07-30","2021","2021-10-18",80
859630,"2023-09-30","2023","2023-12-07",68
844967,"2022-03-24","2022","2022-07-15",113
850793,"2023-02-17","2023","2023-11-10",266
516287,"2021-07-10","2021","2022-12-21",529
868625,"2021-09-13","2021","2021-11-30",78
1643102,"2021-05-09","2021","2022-03-18",313
1471298,"2020-02-24","2020","2021-12-11",656
521757,"2022-06-16","2022","2023-07-22",401
391798,"2021-10-29","2021","2022-03-25",147
627153,"2022-12-01","2022","2023-03-11",100
1285437,"2022-07-30","2022","2022-12-01",124
2035442,"2022-08-27","2022","2023-05-30",276
459471,"2020-02-20","2020","2021-01-30",345
1812916,"2022-01-05","2022","2022-02-23",49
891914,"2022-10-07","2022","2023-10-30",388
534570,"2022-05-28","2022","2022-08-01",65
337786,"2023-06-06","2023","2023-09-22",108
397653,"2022-08-31","2022","2023-02-27",180
1209885,"2022-07-09","2022","2022-08-19",41
438308,"2022-04-30","2022","2022-05-11",11
540644,"2021-07-28","2021","2022-02-03",190
445121,"2020-05-08","2020","2022-03-12",673
2033269,"2022-09-08","2022","2023-11-10",428
1750420,"2021-11-16","2021","2022-04-13",148
1218602,"2022-07-04","2022","2023-10-07",460
2027614,"2023-09-07","2023","2023-09-29",22
1477624,"2022-01-25","2022","2022-05-10",105
510061,"2020-04-30","2020","2023-06-20",1146
1276944,"2022-10-24","2022","2023-08-18",298
1899425,"2022-04-07","2022","2023-01-25",293
1257368,"2020-02-11","2020","2022-09-03",935
908711,"2022-01-29","2022","2022-09-15",229
632470,"2022-07-12","2022","2023-02-21",224
467200,"2022-05-02","2022","2022-08-17",107
537061,"2022-06-14","2022","2023-05-01",321
1471591,"2022-09-08","2022","2023-02-21",166
54473,"2020-07-16","2020","2023-09-19",1160
482361,"2020-08-26","2020","2021-11-07",438
1477877,"2021-12-15","2021","2022-11-11",331
1660767,"2021-06-11","2021","2023-06-24",743
74442,"2020-05-02","2020","2022-07-12",801
1664019,"2022-03-07","2022","2023-08-03",514
614993,"2022-09-22","2022","2023-02-17",148
1763626,"2022-01-15","2022","2022-05-07",112
1742959,"2021-10-11","2021","2022-11-16",401
1255025,"2021-12-10","2021","2022-07-23",225
1075248,"2020-02-20","2020","2023-02-09",1085
662030,"2021-07-19","2021","2022-08-23",400
493080,"2023-01-08","2023","2023-02-06",29
1618873,"2021-06-26","2021","2023-01-10",563
2029476,"2022-08-01","2022","2022-08-12",11
564448,"2020-05-01","2020","2021-12-17",595
506196,"2022-08-30","2022","2023-02-25",179
588223,"2022-04-09","2022","2023-12-04",604
1756043,"2022-02-02","2022","2022-10-14",254
1444276,"2022-02-24","2022","2022-11-01",250
2046242,"2021-08-18","2021","2021-12-31",135
1625162,"2020-02-06","2020","2022-08-11",917
1391443,"2021-11-25","2021","2022-12-31",401
1971033,"2022-01-12","2022","2022-07-22",191
2069881,"2021-12-21","2021","2021-12-29",8
954499,"2020-10-17","2020","2023-01-15",820
477820,"2020-05-09","2020","2022-05-26",747
486931,"2023-01-09","2023","2023-06-16",158
1783230,"2023-02-19","2023","2023-07-10",141
1122761,"2022-03-03","2022","2023-01-16",319
1781558,"2021-11-20","2021","2023-02-25",462
429859,"2022-12-31","2022","2023-11-04",308
1914776,"2022-05-13","2022","2023-07-26",439
1499973,"2021-09-30","2021","2022-09-03",338
1713595,"2022-01-08","2022","2023-02-18",406
1200867,"2021-12-25","2021","2023-12-16",721
575590,"2020-03-14","2020","2022-10-28",958
1260018,"2022-08-31","2022","2023-09-18",383
1476997,"2020-05-07","2020","2022-12-06",943
1503027,"2020-02-08","2020","2021-09-29",599
1546830,"2020-05-15","2020","2021-11-04",538
514628,"2023-05-09","2023","2023-11-18",193
1190945,"2021-02-26","2021","2021-08-12",167
359430,"2020-01-20","2020","2023-04-17",1183
1692907,"2023-01-19","2023","2023-12-09",324
249037,"2020-03-21","2020","2022-06-01",802
1162572,"2021-09-13","2021","2023-09-20",737
309684,"2021-11-12","2021","2023-08-19",645
109507,"2022-03-12","2022","2023-10-24",591
1494031,"2022-07-01","2022","2022-09-08",69
1928279,"2022-09-08","2022","2022-11-25",78
585158,"2022-01-14","2022","2022-07-21",188
1781403,"2021-03-15","2021","2022-08-08",511
1149376,"2021-10-09","2021","2023-07-08",637
1343636,"2021-12-01","2021","2023-02-25",451
1654444,"2021-08-12","2021","2022-06-30",322
867450,"2023-07-08","2023","2023-12-09",154
883337,"2021-05-01","2021","2022-02-04",279
1423328,"2022-03-03","2022","2022-05-03",61
689943,"2020-02-21","2020","2023-02-08",1083
896160,"2022-10-18","2022","2023-08-11",297
1453396,"2023-01-06","2023","2023-06-02",147
220381,"2022-01-27","2022","2023-02-18",387
1315911,"2022-10-26","2022","2022-11-05",10
132000,"2022-12-15","2022","2023-09-11",270
1903461,"2021-07-09","2021","2022-02-21",227
1979754,"2020-11-18","2020","2023-02-10",814
1825716,"2021-12-17","2021","2022-04-28",132
464301,"2022-07-15","2022","2022-12-31",169
1284707,"2022-01-08","2022","2023-05-06",483
1220245,"2021-01-27","2021","2022-11-26",668
1806379,"2022-09-24","2022","2023-07-17",296
1552373,"2020-04-11","2020","2022-05-13",762
2045766,"2020-01-30","2020","2021-08-16",564
1639584,"2022-07-09","2022","2022-07-10",1
1322454,"2021-08-24","2021","2023-12-20",848
1473806,"2020-01-25","2020","2023-06-30",1252
1359529,"2020-05-04","2020","2022-02-24",661
1534366,"2020-03-13","2020","2022-11-18",980
247866,"2020-01-01","2020","2022-01-28",758
1960443,"2022-10-21","2022","2023-02-22",124
1620633,"2020-05-15","2020","2021-11-10",544
1329642,"2022-06-29","2022","2022-08-17",49
2085366,"2021-06-05","2021","2022-09-10",462
153221,"2021-06-04","2021","2022-07-13",404
2037969,"2022-07-02","2022","2022-12-08",159
1093246,"2020-03-21","2020","2023-03-14",1088
850059,"2023-03-09","2023","2023-11-27",263
1955630,"2022-08-03","2022","2022-12-09",128
2034043,"2020-11-16","2020","2023-07-20",976
1271087,"2022-02-10","2022","2022-02-18",8
1409546,"2020-02-04","2020","2022-10-05",974
612852,"2022-12-05","2022","2023-08-23",261
900868,"2021-08-28","2021","2022-03-05",189
1148297,"2022-02-05","2022","2022-10-27",264
1160121,"2021-03-03","2021","2022-02-26",360
692617,"2021-08-09","2021","2021-12-27",140
2089753,"2020-01-01","2020","2023-04-27",1212
750530,"2022-07-12","2022","2023-05-12",304
843421,"2020-12-04","2020","2023-03-23",839
1827102,"2021-11-29","2021","2023-06-26",574
2071911,"2020-05-30","2020","2022-12-16",930
861966,"2020-06-24","2020","2023-07-22",1123
1834632,"2022-10-04","2022","2023-10-13",374
1545206,"2022-12-12","2022","2023-02-10",60
1473370,"2022-09-02","2022","2022-10-24",52
870480,"2021-02-28","2021","2022-06-29",486
1798180,"2021-08-20","2021","2022-02-17",181
1002554,"2022-01-20","2022","2023-09-29",617
486636,"2021-05-18","2021","2021-07-26",69
1722195,"2022-01-02","2022","2022-06-20",169
543259,"2022-06-28","2022","2022-09-25",89
1924167,"2022-02-26","2022","2022-05-31",94
1772046,"2022-05-14","2022","2023-07-07",419
1584971,"2020-02-17","2020","2022-02-10",724
488730,"2022-07-20","2022","2022-08-17",28
241415,"2022-01-27","2022","2022-04-19",82
1855281,"2022-02-24","2022","2022-05-13",78
241201,"2023-06-24","2023","2023-07-19",25
240102,"2021-08-26","2021","2022-08-26",365
1622571,"2021-03-13","2021","2022-12-14",641
959585,"2020-01-02","2020","2023-02-09",1134
1936896,"2021-12-10","2021","2023-11-18",708
199938,"2022-02-17","2022","2022-09-15",210
324889,"2023-05-25","2023","2023-12-01",190
2014227,"2022-09-10","2022","2022-12-03",84
1021877,"2022-10-08","2022","2023-07-18",283
1296290,"2023-02-18","2023","2023-06-30",132
602600,"2022-10-08","2022","2023-05-05",209
390051,"2021-04-24","2021","2021-08-26",124
1334199,"2022-05-25","2022","2022-12-09",198
1922345,"2022-05-18","2022","2022-06-28",41
1814600,"2021-02-16","2021","2022-05-27",465
1870685,"2022-11-23","2022","2023-02-25",94
1356254,"2022-06-29","2022","2022-08-29",61
948753,"2022-01-18","2022","2022-09-07",232
1456884,"2022-03-21","2022","2022-11-08",232
1734350,"2022-03-07","2022","2023-10-01",573
398381,"2020-01-25","2020","2021-10-15",629
643680,"2020-02-17","2020","2021-11-24",646
1983294,"2021-07-29","2021","2023-01-18",538
524525,"2022-06-02","2022","2023-11-02",518
1844629,"2022-12-27","2022","2023-01-23",27
957901,"2020-07-22","2020","2021-10-27",462
827560,"2021-12-31","2021","2023-07-15",561
1161847,"2022-08-25","2022","2023-01-12",140
1106297,"2022-07-05","2022","2023-03-24",262
1242677,"2020-07-01","2020","2022-07-11",740
1467067,"2022-02-26","2022","2023-02-09",348
1814322,"2022-08-03","2022","2022-08-11",8
520697,"2022-12-28","2022","2023-02-24",58
837774,"2021-11-30","2021","2022-03-11",101
1367207,"2023-01-31","2023","2023-07-07",157
316589,"2020-03-19","2020","2022-08-20",884
1782808,"2021-10-15","2021","2022-10-15",365
2070700,"2022-02-24","2022","2022-12-16",295
1604210,"2021-12-17","2021","2022-06-09",174
1577668,"2022-06-19","2022","2023-04-29",314
1351760,"2022-06-09","2022","2023-03-30",294
370667,"2020-01-10","2020","2022-05-21",862
1505350,"2022-05-22","2022","2023-10-14",510
1631983,"2022-09-25","2022","2023-06-10",258
2034819,"2022-03-12","2022","2023-02-17",342
1831677,"2022-05-20","2022","2023-09-16",484
171553,"2021-02-24","2021","2021-06-26",122
873843,"2022-11-19","2022","2023-11-30",376
831211,"2022-07-25","2022","2023-12-07",500
197707,"2022-08-26","2022","2022-09-23",28
1592651,"2021-12-25","2021","2023-03-20",450
1666967,"2022-07-06","2022","2023-03-29",266
1871836,"2023-01-25","2023","2023-03-06",40
581304,"2021-12-04","2021","2022-12-31",392
1609918,"2022-06-16","2022","2022-11-20",157
1397692,"2021-11-19","2021","2023-02-14",452
1235226,"2022-09-17","2022","2023-08-19",336
567910,"2021-08-25","2021","2023-06-19",663
1273280,"2021-12-15","2021","2022-07-09",206
1982298,"2021-09-05","2021","2021-10-08",33
84211,"2020-12-12","2020","2021-07-29",229
1419275,"2020-07-06","2020","2022-05-12",675
55831,"2021-07-01","2021","2022-06-14",348
1776283,"2020-04-29","2020","2023-07-01",1158
73082,"2022-02-25","2022","2022-03-04",7
398472,"2021-03-06","2021","2023-02-05",701
1628718,"2022-02-09","2022","2023-01-18",343
1395403,"2021-02-23","2021","2021-12-07",287
561849,"2021-01-26","2021","2021-02-04",9
1983605,"2022-04-26","2022","2022-12-04",222
276220,"2022-01-22","2022","2023-10-14",630
203228,"2020-01-08","2020","2021-12-31",723
504598,"2022-07-11","2022","2022-11-16",128
2098885,"2022-05-24","2022","2023-06-02",374
1622844,"2022-02-28","2022","2022-12-21",296
2077052,"2020-04-03","2020","2022-08-26",875
3574,"2022-01-14","2022","2022-02-22",39
1444794,"2023-02-23","2023","2023-05-17",83
946422,"2021-11-01","2021","2022-06-09",220
2056825,"2022-06-29","2022","2022-11-30",154
474783,"2020-10-31","2020","2022-01-05",431
1051848,"2021-07-02","2021","2022-02-16",229
1445009,"2022-12-31","2022","2023-12-25",359
1996661,"2022-12-01","2022","2023-01-12",42
1453334,"2023-03-15","2023","2023-08-09",147
1649574,"2022-07-29","2022","2022-08-19",21
885464,"2020-07-11","2020","2020-12-26",168
1447435,"2021-06-16","2021","2023-11-30",897
476763,"2022-04-30","2022","2022-11-09",193
279104,"2021-05-21","2021","2022-11-30",558
12854,"2022-11-03","2022","2023-12-22",414
1403784,"2021-11-12","2021","2022-06-01",201
724200,"2021-11-09","2021","2022-09-08",303
1349275,"2022-06-10","2022","2023-09-09",456
668587,"2022-10-14","2022","2022-11-24",41
1436802,"2020-02-25","2020","2021-07-19",510
1874031,"2022-06-04","2022","2022-10-06",124
1221086,"2022-02-22","2022","2022-11-23",274
1835275,"2023-03-17","2023","2023-04-17",31
471047,"2022-03-14","2022","2022-06-23",101
2021647,"2022-02-17","2022","2022-11-10",266
2041036,"2022-05-26","2022","2023-02-23",273
1406800,"2023-01-28","2023","2023-08-08",192
981474,"2021-07-07","2021","2023-09-02",787
485930,"2022-08-05","2022","2022-11-19",106
1516746,"2021-12-24","2021","2023-11-07",683
669623,"2021-11-09","2021","2023-01-02",419
1878300,"2021-10-12","2021","2022-07-16",277
654896,"2023-05-03","2023","2023-08-31",120
1206346,"2020-02-04","2020","2022-07-01",878
1358496,"2022-07-12","2022","2023-12-28",534
775844,"2021-08-10","2021","2023-08-19",739
521876,"2023-02-04","2023","2023-02-09",5
662159,"2022-07-20","2022","2023-11-02",470
561429,"2021-09-14","2021","2022-02-17",156
264416,"2022-07-20","2022","2022-07-23",3
1745240,"2021-11-20","2021","2023-12-20",760
1309648,"2021-10-28","2021","2022-01-15",79
1628372,"2021-11-09","2021","2022-12-24",410
922857,"2022-02-08","2022","2022-11-29",294
890894,"2023-01-21","2023","2023-10-11",263
188006,"2022-10-17","2022","2022-12-07",51
1904286,"2022-02-14","2022","2023-12-09",663
1126589,"2021-05-22","2021","2022-10-29",525
881392,"2022-09-24","2022","2023-05-04",222
61349,"2022-07-25","2022","2023-01-10",169
645575,"2022-08-16","2022","2022-08-19",3
100948,"2022-01-01","2022","2023-07-04",549
1517547,"2022-04-26","2022","2022-05-25",29
534466,"2021-07-21","2021","2022-01-06",169
662864,"2021-10-30","2021","2021-11-04",5
1978104,"2021-01-16","2021","2021-11-06",294
1525099,"2020-02-19","2020","2022-09-07",931
1247620,"2021-07-12","2021","2022-02-26",229
1082857,"2020-05-06","2020","2022-02-04",639
128365,"2021-05-15","2021","2023-02-25",651
131950,"2020-02-21","2020","2021-12-11",659
694438,"2020-01-05","2020","2023-02-20",1142
1207662,"2020-08-26","2020","2021-09-19",389
1079084,"2022-03-03","2022","2023-10-31",607
346291,"2020-03-05","2020","2022-06-04",821
541461,"2021-06-03","2021","2023-10-12",861
1564076,"2021-05-20","2021","2021-06-03",14
1330192,"2021-10-16","2021","2021-11-16",31
1924163,"2022-10-03","2022","2023-02-15",135
1854951,"2021-05-07","2021","2023-08-16",831
1638640,"2022-11-22","2022","2022-11-30",8
2043709,"2022-05-28","2022","2023-02-03",251
1752265,"2022-03-03","2022","2023-08-05",520
1228838,"2022-10-19","2022","2022-12-01",43
244774,"2023-11-15","2023","2023-12-30",45
1421075,"2020-01-21","2020","2021-10-20",638
2021686,"2020-08-22","2020","2021-11-11",446
1678387,"2022-04-16","2022","2022-10-18",185
1113455,"2022-04-08","2022","2022-08-05",119
1905666,"2021-05-15","2021","2021-11-20",189
1346981,"2023-01-04","2023","2023-09-19",258
864626,"2023-01-14","2023","2023-10-07",266
747247,"2023-02-22","2023","2023-07-14",142
386619,"2022-08-10","2022","2023-01-16",159
1808786,"2022-06-13","2022","2022-10-06",115
1839826,"2022-02-04","2022","2023-12-22",686
800361,"2020-05-23","2020","2022-06-03",741
1130425,"2022-05-11","2022","2023-10-07",514
145076,"2022-09-27","2022","2023-01-06",101
266167,"2021-11-20","2021","2022-06-30",222
1704873,"2021-10-26","2021","2023-08-18",661
656202,"2022-11-29","2022","2023-06-28",211
1902737,"2021-10-16","2021","2022-08-29",317
523373,"2022-11-02","2022","2023-12-13",406
1571660,"2020-06-04","2020","2022-02-02",608
591594,"2020-02-29","2020","2020-12-04",279
1110945,"2022-12-31","2022","2023-11-01",305
509331,"2022-07-22","2022","2023-08-12",386
1953438,"2022-02-18","2022","2023-07-12",509
1994971,"2022-11-03","2022","2023-12-12",404
751335,"2022-02-01","2022","2022-11-08",280
644839,"2022-05-01","2022","2023-11-17",565
147681,"2022-11-19","2022","2023-08-17",271
2093444,"2020-06-03","2020","2023-03-06",1006
832967,"2022-08-31","2022","2022-09-24",24
1290489,"2021-10-23","2021","2022-07-09",259
1816255,"2022-01-22","2022","2023-09-12",598
2061151,"2022-01-11","2022","2022-05-10",119
1693133,"2020-01-14","2020","2022-06-28",896
867590,"2021-09-10","2021","2023-06-09",637
1624250,"2022-10-01","2022","2023-06-28",270
2086932,"2020-05-14","2020","2022-01-03",599
1740124,"2023-08-24","2023","2023-09-29",36
2077514,"2022-02-16","2022","2023-02-16",365
1287046,"2022-09-21","2022","2023-09-20",364
1805864,"2023-10-31","2023","2023-11-03",3
86209,"2021-10-28","2021","2022-10-29",366
1632462,"2021-11-09","2021","2023-07-08",606
1310320,"2020-01-09","2020","2022-08-25",959
1818976,"2020-02-04","2020","2021-10-08",612
954424,"2022-02-05","2022","2022-02-17",12
1329440,"2022-05-27","2022","2022-12-17",204
2063725,"2022-03-05","2022","2023-07-15",497
1962850,"2022-09-10","2022","2023-09-23",378
27020,"2020-04-29","2020","2023-08-19",1207
1607261,"2023-01-21","2023","2023-06-28",158
546500,"2020-02-15","2020","2022-10-12",970
2091489,"2020-01-30","2020","2021-07-16",533
912420,"2021-06-09","2021","2022-01-06",211
1568966,"2022-10-22","2022","2023-02-15",116
1104307,"2021-12-07","2021","2022-01-22",46
101523,"2023-01-21","2023","2023-05-17",116
1438788,"2022-07-01","2022","2023-03-18",260
1093208,"2020-05-07","2020","2022-07-05",789
1931195,"2022-05-04","2022","2023-02-14",286
1712376,"2022-10-21","2022","2022-10-25",4
843990,"2022-06-04","2022","2023-05-12",342
1821291,"2020-01-06","2020","2022-11-15",1044
569726,"2022-05-28","2022","2022-12-19",205
