"customerkey","total","cohort_year","customer_group","m_1","m_3","m_6","m_12"
1683261,3466.3998899999997,"2021","Medium Value","0","0","1","0"
1683273,1818.2304,"2022","Medium Value","0","0","0","0"
1683315,6467,"2024","High Value","0","0","0","0"
1683355,89.271,"2021","Low Value","0","0","0","0"
1683369,282.01099999999997,"2021","Low Value","0","0","0","0"
1683383,5101.9881000000005,"2023","High Value","0","0","0","1"
1683479,2251.2,"2021","Medium Value","0","0","0","0"
1683493,2080.6121,"2023","Medium Value","0","0","0","1"
1683592,253.74,"2023","Low Value","0","0","0","0"
1683767,2573.30616,"2020","Medium Value","0","0","0","0"
1683980,4002.4759999999997,"2021","Medium Value","0","0","0","1"
1684549,1802.34,"2022","Medium Value","0","0","0","0"
1684564,3413.79,"2023","High Value","0","0","0","0"
1684697,3389.2408800000003,"2022","Medium Value","0","0","0","1"
1684699,981.225,"2022","Medium Value","0","0","0","0"
1684797,6598.68,"2022","High Value","0","0","0","0"
1684867,8464.14111,"2021","High Value","0","0","0","0"
1684875,1042.036,"2023","Medium Value","0","1","0","0"
1685086,1472.74416,"2020","Medium Value","0","0","0","0"
1685164,3024.77225,"2022","Medium Value","0","0","0","0"
1685262,7441.0128,"2022","High Value","0","0","0","0"
1685385,1901.88271,"2021","Medium Value","0","0","0","0"
1685611,191.87560000000002,"2023","Low Value","0","0","0","0"
1685634,1317.4396000000002,"2022","Medium Value","0","0","0","0"
1685635,3430.9808000000003,"2022","Medium Value","0","0","0","0"
1685674,2812.9829999999997,"2022","Medium Value","0","0","0","0"
1685678,2320.95815,"2021","Medium Value","0","0","0","0"
1685687,1379.3638999999998,"2022","Medium Value","1","0","0","0"
1685758,4533.357599999999,"2023","High Value","0","0","0","0"
1685790,2468.2200000000003,"2022","Medium Value","0","0","0","0"
1685804,7335.927189999999,"2022","High Value","0","0","0","0"
1685846,1079.8632,"2023","Medium Value","0","0","0","0"
1685847,4940,"2023","High Value","0","0","0","0"
1685933,2063.8338999999996,"2022","Medium Value","0","0","0","0"
1686044,259.043,"2021","Low Value","0","0","0","0"
1686085,1134,"2023","Medium Value","0","0","0","0"
1686209,4053.1645,"2022","High Value","0","1","0","0"
1686230,1838,"2022","Medium Value","0","0","0","0"
1686263,2288.9612,"2022","Medium Value","0","0","0","0"
1686372,1748.9349,"2021","Medium Value","0","0","0","1"
1686664,3049.2599999999998,"2023","Medium Value","0","0","0","0"
1686804,13519.1173,"2022","High Value","0","0","0","0"
1686836,1688.078,"2022","Medium Value","0","0","0","0"
1686889,2397.864,"2022","Medium Value","0","0","0","0"
1687232,1480.84,"2023","Medium Value","0","0","0","0"
1687369,132.165,"2022","Low Value","0","0","0","0"
1687420,2243.7162000000003,"2021","Medium Value","0","0","0","0"
1687421,4038.6152999999995,"2020","High Value","0","0","0","0"
1687482,539.97,"2023","Medium Value","0","0","0","0"
1687559,405.76120000000003,"2023","Low Value","0","0","0","0"
1687570,76.44,"2023","Low Value","0","0","0","0"
1687620,1238,"2023","Medium Value","0","0","0","0"
1687648,5208.9452,"2023","High Value","0","0","1","0"
1687653,45.79,"2024","Low Value","0","0","0","0"
1687812,8.82,"2022","Low Value","0","0","0","0"
1687867,862.846,"2020","Medium Value","0","0","0","1"
1687920,3003.0436,"2023","Medium Value","0","1","0","0"
1687932,20.81443,"2020","Low Value","0","0","0","0"
1688041,6216.3305,"2021","High Value","0","0","0","0"
1688079,3031.44336,"2020","Medium Value","0","0","0","0"
1688253,1654.2,"2024","Medium Value","0","0","0","0"
1688479,4.95,"2021","Low Value","0","0","0","0"
1688744,261.2595,"2021","Low Value","0","0","0","0"
1688841,3889.93768,"2021","Medium Value","0","0","0","0"
1688888,3923.5389999999998,"2022","High Value","0","0","0","0"
1688994,3804.735,"2021","Medium Value","0","0","0","0"
1689155,457,"2023","Low Value","0","0","0","0"
1689191,9098.12848,"2021","High Value","0","0","0","1"
1689664,1295.3700000000001,"2020","Medium Value","0","0","0","0"
1689712,83.01060000000001,"2022","Low Value","0","0","0","0"
1689720,3252.86717,"2022","Medium Value","0","0","0","0"
1689745,405.64345000000003,"2022","Low Value","0","0","0","0"
1689788,212.364,"2023","Low Value","0","0","0","0"
1690080,273.91,"2022","Low Value","0","0","0","0"
1690183,279,"2024","Low Value","0","0","0","0"
1690187,8346.18,"2023","High Value","0","0","0","1"
1690350,3415.5505,"2022","Medium Value","0","1","0","0"
1690515,3408.105,"2022","Medium Value","0","0","0","0"
1690589,3970.9100000000003,"2020","High Value","0","0","0","0"
1690609,325.6576,"2022","Low Value","0","0","0","0"
1690635,3611.02,"2022","Medium Value","0","0","0","0"
1690720,2867.2,"2021","Medium Value","0","0","0","0"
1690763,3770.3464,"2023","High Value","0","0","0","0"
1690827,12300.07879,"2022","High Value","0","0","0","0"
1690916,41.28,"2023","Low Value","0","0","0","0"
1690938,968.2214999999999,"2022","Medium Value","0","0","1","0"
1690975,467.46,"2022","Low Value","0","0","0","0"
1690989,472,"2023","Low Value","0","0","0","0"
1691092,1875.3539999999998,"2021","Medium Value","0","0","0","1"
1691269,2144.25,"2022","Medium Value","0","0","0","1"
1691296,55.54296,"2022","Low Value","0","0","0","0"
1691404,121.26,"2023","Low Value","0","0","0","0"
1691476,4669.7017,"2020","High Value","0","0","0","0"
1691534,4938.44002,"2021","High Value","0","0","0","1"
1691605,3487.84639,"2022","Medium Value","0","0","0","0"
1691736,2399.031,"2021","Medium Value","0","0","0","0"
1691809,7595.61318,"2021","High Value","0","1","0","0"
1691889,11.1618,"2022","Low Value","0","0","0","0"
1692034,1446.24344,"2022","Medium Value","1","0","0","0"
1692049,673.65,"2020","Medium Value","0","0","0","0"
1692111,2844.2145,"2022","Medium Value","0","0","0","0"
1692203,2403.3705,"2020","Medium Value","0","0","0","0"
1692245,1809.44754,"2021","Medium Value","0","0","0","0"
1692315,1551.3899999999999,"2024","Medium Value","0","0","0","0"
1692424,4156.69,"2022","High Value","0","0","0","0"
1692453,3513.8498,"2022","Medium Value","0","0","0","0"
1692460,161.991,"2021","Low Value","0","0","0","0"
1692483,9444.59418,"2022","High Value","0","0","1","0"
1692515,2569.686,"2020","Medium Value","0","0","0","0"
1692531,5694.8988,"2021","High Value","0","0","0","0"
1692541,8.613,"2021","Low Value","0","0","0","0"
1692638,2224.834,"2023","Medium Value","0","0","0","0"
1692672,16.6964,"2020","Low Value","0","0","0","0"
1692744,9904.9139,"2023","High Value","0","1","1","0"
1692786,689.2338,"2021","Medium Value","0","0","0","0"
1692907,1404.5113,"2023","Medium Value","0","0","0","1"
1693094,1057.67,"2024","Medium Value","0","0","0","0"
1693133,217.8,"2020","Low Value","0","0","0","0"
1693139,259.72,"2022","Low Value","0","0","0","0"
1693149,2483.40784,"2020","Medium Value","0","0","0","0"
1693165,789.75,"2020","Medium Value","0","0","0","0"
1693371,71.1822,"2022","Low Value","0","0","0","0"
1693373,1088.508,"2022","Medium Value","0","0","0","0"
1693449,123.34629999999999,"2022","Low Value","0","0","0","0"
1693658,5501.449999999999,"2022","High Value","0","0","0","0"
1693702,8835.630000000001,"2021","High Value","0","0","0","0"
1693716,480.51390000000004,"2023","Low Value","0","0","0","0"
1693797,120.555,"2021","Low Value","0","0","0","0"
1693845,600.04,"2023","Medium Value","0","0","0","0"
1693938,18323.625,"2023","High Value","0","0","0","0"
1693942,1738.44,"2020","Medium Value","0","0","0","0"
1693946,3184.2,"2020","Medium Value","0","0","0","0"
1693986,3267.7725,"2022","Medium Value","0","0","1","0"
1693989,4126.234619999999,"2020","High Value","0","0","0","0"
1694063,529.36396,"2021","Low Value","0","0","0","0"
1694135,368.368,"2021","Low Value","0","0","0","0"
1694229,498.46500000000003,"2022","Low Value","0","0","0","0"
1694440,4688.911999999999,"2023","High Value","0","1","0","0"
1694591,3553.32,"2021","Medium Value","0","0","0","0"
1694658,2012.26,"2024","Medium Value","0","0","0","0"
1694672,155.11880000000002,"2024","Low Value","0","0","0","0"
1694678,1113.9808,"2023","Medium Value","0","0","0","0"
1694775,3923.94,"2022","High Value","0","0","1","0"
1694806,2420.8302299999996,"2021","Medium Value","0","0","0","0"
1694866,17.028,"2020","Low Value","0","0","0","0"
1695005,3075.6817,"2020","Medium Value","0","0","0","0"
1695024,3518.7020999999995,"2023","High Value","0","0","1","1"
1695088,2994.7664999999997,"2021","Medium Value","0","0","0","0"
1695105,96.71883,"2022","Low Value","0","0","0","0"
1695206,1801.595,"2020","Medium Value","0","0","0","0"
1695236,245.07420000000002,"2023","Low Value","0","0","0","0"
1695258,173.89999999999998,"2023","Low Value","0","0","0","0"
1695347,954.072,"2022","Medium Value","0","0","0","0"
1695487,284.7,"2022","Low Value","0","0","0","0"
1695719,2016,"2022","Medium Value","0","0","0","0"
1695733,1692.232,"2023","Medium Value","0","0","0","0"
1695818,3253.86,"2020","Medium Value","0","0","0","0"
1695963,6532.25656,"2021","High Value","0","0","0","0"
1696014,214.223,"2023","Low Value","0","0","0","0"
1696138,631.3914,"2022","Medium Value","0","0","0","0"
1696245,46.242,"2020","Low Value","0","0","0","0"
1696248,1057.635,"2020","Medium Value","0","0","0","0"
1696280,430,"2023","Low Value","0","0","0","0"
1696319,1857.0196999999998,"2020","Medium Value","0","0","0","0"
1696382,211.0197,"2022","Low Value","0","0","1","0"
1696400,720.5622,"2022","Medium Value","0","0","0","0"
1696476,4047.7880000000005,"2021","Medium Value","0","0","1","0"
1696509,54.91179,"2022","Low Value","0","0","0","0"
1696616,1538.09154,"2021","Medium Value","0","0","0","0"
1696779,381.77529000000004,"2020","Low Value","0","0","0","0"
1697063,3925.9049999999997,"2023","High Value","0","0","0","0"
1697081,222.912,"2020","Low Value","0","0","0","0"
1697381,2916.5727,"2022","Medium Value","0","0","0","0"
1697387,3230.202,"2021","Medium Value","0","0","0","0"
1697521,2421.85,"2024","Medium Value","0","0","0","0"
1697555,443.54059,"2021","Low Value","0","0","0","0"
1697567,1119.3424,"2023","Medium Value","0","0","0","0"
1697571,865.6200000000001,"2020","Medium Value","0","0","0","0"
1697591,1167.82,"2022","Medium Value","0","0","0","0"
1697627,5236.8402,"2022","High Value","0","0","0","0"
1697816,15158.180000000002,"2022","High Value","0","0","0","1"
1697849,5059.954,"2023","High Value","0","0","0","0"
1698151,4408.3848,"2024","High Value","0","0","0","0"
1698178,356.8496,"2022","Low Value","0","0","0","0"
1698259,3268.5711599999995,"2021","Medium Value","0","0","0","0"
1698281,16120.36668,"2020","High Value","0","0","0","1"
1698329,1118.04,"2020","Medium Value","0","0","0","0"
1698499,2018.8999999999999,"2023","Medium Value","0","0","0","0"
1698624,746.982,"2023","Medium Value","0","0","0","0"
1698754,2434.91014,"2022","Medium Value","0","0","0","0"
1698781,167.2,"2021","Low Value","0","0","0","0"
1698810,3420.9700000000003,"2023","High Value","0","0","0","0"
1698858,716.8100400000001,"2021","Medium Value","0","0","0","0"
1698914,903.35,"2024","Medium Value","0","0","0","0"
1698990,725.706,"2021","Medium Value","0","0","0","0"
1699142,527.3100000000001,"2023","Medium Value","0","0","0","0"
1699175,3093.2799999999997,"2021","Medium Value","0","0","0","1"
1699227,644,"2022","Medium Value","0","0","0","0"
1699273,9401.287699999999,"2024","High Value","0","0","0","0"
1699392,1214,"2023","Medium Value","0","0","0","0"
1699393,2810.42334,"2020","Medium Value","0","0","0","0"
1699408,35.91,"2022","Low Value","0","0","0","0"
1699521,422.99,"2022","Low Value","0","0","1","0"
1699695,2924.19264,"2021","Medium Value","0","0","0","0"
1699804,6272.174999999999,"2021","High Value","0","0","0","0"
1699830,701.1,"2020","Medium Value","0","0","0","0"
1699879,1320,"2023","Medium Value","0","0","0","0"
1699938,540.49842,"2021","Low Value","0","0","0","0"
1699965,2472.74,"2024","Medium Value","0","0","0","0"
1699977,65.92,"2023","Low Value","0","0","0","0"
1700048,931.3188,"2023","Medium Value","0","0","0","0"
1700065,2362.95,"2020","Medium Value","0","0","0","0"
1700106,18.057,"2022","Low Value","0","0","0","0"
1700131,4577.4633,"2022","High Value","0","0","1","0"
1700133,2015.8846300000002,"2022","Medium Value","0","0","0","0"
1700168,7153.115000000001,"2022","High Value","0","0","0","1"
1700213,4322.9865,"2021","High Value","0","0","0","0"
1700521,8484.630500000001,"2022","High Value","0","0","1","0"
1700542,3148.2295999999997,"2024","High Value","0","0","0","0"
1700704,541.4934000000001,"2022","Low Value","0","0","0","0"
1700760,426.96700000000004,"2022","Low Value","0","0","0","1"
1700922,1094.1299999999999,"2023","Medium Value","0","0","0","0"
1701026,807.09076,"2021","Medium Value","0","0","0","0"
1701134,3858.9210000000003,"2023","High Value","0","0","1","0"
1701220,113.05,"2021","Low Value","0","0","0","0"
1701348,244.8,"2022","Low Value","0","0","0","0"
1701456,10474.970000000001,"2023","High Value","0","0","0","0"
1701485,3444.0607,"2023","High Value","0","1","1","0"
1701540,3395.7500000000005,"2022","Medium Value","0","0","0","0"
1701554,5924.8,"2021","High Value","0","0","0","0"
1701622,2003.3498000000002,"2022","Medium Value","0","0","0","0"
1701635,509.6736,"2022","Low Value","0","0","0","0"
1701794,7433.527,"2022","High Value","0","0","0","0"
1701917,7001.1872,"2022","High Value","0","0","0","0"
1701941,3249.747075,"2021","Medium Value","0","0","0","1"
1702274,1225.6209999999999,"2022","Medium Value","0","0","0","1"
1702334,3921.9823,"2022","High Value","0","0","0","0"
1702336,1225.53,"2020","Medium Value","0","0","0","0"
1702549,2496.3131000000003,"2021","Medium Value","0","0","0","0"
1702572,8464.57804,"2022","High Value","0","1","0","0"
1702580,695.25,"2021","Medium Value","0","0","0","0"
1702601,1266.4882800000003,"2021","Medium Value","0","0","1","0"
1702614,1028.1,"2023","Medium Value","0","0","0","0"
1702747,3794.2152,"2023","High Value","0","0","0","0"
1702798,409.92,"2023","Low Value","0","0","0","0"
1702960,1634.4854500000001,"2021","Medium Value","0","0","1","0"
1703006,1247.02416,"2022","Medium Value","0","0","0","1"
1703053,105.2919,"2020","Low Value","0","0","0","0"
1703100,697.71,"2022","Medium Value","0","0","0","0"
1703177,4106.6383,"2023","High Value","0","0","0","0"
1703231,1658.3848000000003,"2021","Medium Value","0","1","0","0"
1703247,616,"2023","Medium Value","0","0","0","0"
1703277,20.11626,"2022","Low Value","0","0","0","0"
1703313,1339.5522,"2023","Medium Value","0","0","0","0"
1703335,507.961,"2022","Low Value","0","0","1","0"
1703393,623.33689,"2022","Medium Value","0","0","0","0"
1703404,469.44,"2020","Medium Value","0","0","0","0"
1703570,3064.26908,"2022","Medium Value","0","0","0","0"
1703572,2991.51,"2023","Medium Value","0","0","0","0"
1703577,539.97,"2022","Low Value","0","0","0","0"
1703824,952.02,"2022","Medium Value","0","0","0","0"
1704052,1169.96,"2021","Medium Value","0","0","0","0"
1704269,1039.890395,"2021","Medium Value","0","0","0","0"
1704457,1125.0700000000002,"2021","Medium Value","0","0","1","0"
1704515,267.201,"2022","Low Value","0","0","0","0"
1704526,1351.3563,"2022","Medium Value","0","0","0","0"
1704558,1145.85968,"2021","Medium Value","0","0","0","0"
1704736,599.03001,"2020","Medium Value","0","0","0","0"
1704783,871.029,"2021","Medium Value","0","0","0","0"
1704802,2777.2219999999998,"2023","Medium Value","0","0","0","0"
1704873,1836.7749999999999,"2021","Medium Value","0","0","0","0"
1704904,1904.5024,"2023","Medium Value","0","0","0","0"
1704970,621.428,"2023","Medium Value","0","0","0","0"
1705097,2750.56235,"2020","Medium Value","0","0","0","0"
1705221,1292.75412,"2022","Medium Value","0","0","0","0"
1705388,1632.67,"2023","Medium Value","0","0","0","0"
1705573,294.3816,"2024","Low Value","0","0","0","0"
1705697,786.5654,"2022","Medium Value","0","0","0","0"
1705743,3380.859,"2021","Medium Value","0","0","0","0"
1705750,1729.5731999999998,"2023","Medium Value","0","0","0","0"
1705951,618.56757,"2020","Medium Value","0","0","0","0"
1705962,15983,"2022","High Value","0","0","0","1"
1705970,59.4,"2022","Low Value","0","0","0","0"
1706096,1245.3666,"2021","Medium Value","0","0","0","1"
1706132,586,"2023","Medium Value","0","0","0","0"
1706455,1414.9508,"2023","Medium Value","0","0","0","0"
1706542,957.44817,"2020","Medium Value","0","0","0","0"
1706577,2266.06065,"2022","Medium Value","0","0","0","0"
1706708,4331.454734999999,"2022","High Value","0","0","0","0"
1706715,394.611,"2022","Low Value","0","0","0","0"
1706872,3580.74,"2020","High Value","0","0","0","0"
1706912,1676.26,"2022","Medium Value","0","0","0","0"
1707064,5647.5377100000005,"2021","High Value","0","0","1","0"
1707097,3021.679,"2021","Medium Value","0","0","0","0"
1707161,1904.8962,"2021","Medium Value","0","0","0","0"
1707266,3296.5163000000002,"2023","Medium Value","0","0","0","0"
1707279,464.4,"2023","Low Value","0","0","0","0"
1707432,232.81099999999998,"2023","Low Value","0","0","0","0"
1707447,1892,"2022","Medium Value","0","0","0","0"
1707483,2750.22,"2023","Medium Value","0","0","0","0"
1707614,341.991,"2020","Low Value","0","0","0","0"
1707757,1315.11452,"2020","Medium Value","0","0","0","0"
1707829,11080.9273,"2021","High Value","0","0","0","0"
1707854,2362.8,"2022","Medium Value","0","0","0","0"
1707989,20094.8,"2024","High Value","0","0","0","0"
1708033,1779.8799999999999,"2022","Medium Value","0","0","0","0"
1708060,637.3625999999999,"2024","Medium Value","0","0","0","0"
1708209,1770,"2023","Medium Value","0","0","0","0"
1708252,3527.8878,"2020","High Value","0","0","0","0"
1708273,1612.4026,"2022","Medium Value","0","0","0","1"
1708612,1165.7253,"2024","Medium Value","0","1","0","0"
1708641,629.28,"2021","Medium Value","0","0","0","0"
1708738,11993.92,"2022","High Value","0","0","0","0"
1708756,2994.825,"2020","Medium Value","0","0","0","0"
1708768,3916.4400000000005,"2020","High Value","0","0","0","0"
1708800,2871.4,"2022","Medium Value","0","0","0","0"
1708853,5828.01,"2023","High Value","0","0","0","0"
1708860,2814,"2022","Medium Value","0","0","0","0"
1708900,924.0201000000001,"2022","Medium Value","0","0","0","0"
1709035,700.1,"2023","Medium Value","0","0","0","0"
1709152,656.82,"2022","Medium Value","0","0","0","0"
1709158,3990.2775,"2022","High Value","0","0","0","0"
1709190,547.1058,"2022","Low Value","0","0","0","0"
1709215,2561.68784,"2022","Medium Value","0","0","0","1"
1709319,2528.8292,"2020","Medium Value","0","0","0","0"
1709392,4285.33653,"2021","High Value","0","1","0","0"
1709440,25806.690500000004,"2022","High Value","0","0","0","0"
1709597,4821.94,"2023","High Value","0","0","0","0"
1709619,4586.98776,"2021","High Value","0","0","0","0"
1709664,2890.5750000000003,"2021","Medium Value","0","0","0","0"
1709704,3349.5975000000003,"2023","High Value","0","0","0","0"
1709738,3263.7999999999997,"2023","Medium Value","0","0","0","1"
1709746,1487.3939,"2022","Medium Value","0","0","0","0"
1709753,735.984,"2021","Medium Value","0","0","0","0"
1709841,2533.9579999999996,"2021","Medium Value","0","0","0","0"
1709878,4.69,"2022","Low Value","0","0","0","0"
1709885,306.9,"2022","Low Value","0","0","0","0"
1709941,4340,"2022","High Value","0","0","0","0"
1709964,724.02,"2022","Medium Value","0","0","0","0"
1710046,4768.6,"2023","High Value","0","0","0","0"
1710185,1530,"2023","Medium Value","0","0","0","0"
1710259,2014.96,"2022","Medium Value","0","0","0","0"
1710285,636.29215,"2022","Medium Value","0","0","0","0"
1710300,5156.8471,"2023","High Value","0","0","0","0"
1710364,12515.338,"2022","High Value","0","1","0","0"
1710422,202.90309,"2020","Low Value","0","0","0","0"
1710555,1322.685,"2020","Medium Value","0","0","0","0"
1710602,3264.57615,"2021","Medium Value","0","0","0","1"
1710735,259.36490000000003,"2023","Low Value","0","0","0","0"
1710767,1184.33,"2024","Medium Value","0","0","0","0"
1710785,982.3639,"2021","Medium Value","0","0","0","0"
1710825,453.0453,"2020","Medium Value","0","0","0","0"
1710838,247.64292,"2022","Low Value","0","0","0","0"
1711108,758.912,"2022","Medium Value","0","0","0","0"
1711183,1688.3999999999999,"2023","Medium Value","0","0","0","0"
1711429,6.87312,"2020","Low Value","0","0","0","0"
1711560,599.7926,"2021","Low Value","0","0","0","0"
1711584,259.96,"2023","Low Value","0","0","0","0"
1711590,6106.141799999999,"2022","High Value","0","0","0","0"
1711626,5373.367,"2022","High Value","0","0","0","0"
1711698,173.052,"2020","Low Value","0","0","0","0"
1711700,2776.5775000000003,"2023","Medium Value","0","0","0","0"
1711769,1169.2440000000001,"2021","Medium Value","0","0","0","0"
1711813,4014.0224,"2023","High Value","0","0","0","0"
1712023,212.168,"2022","Low Value","0","0","0","0"
1712147,5175.8584,"2024","High Value","0","0","0","0"
1712352,1490.9584,"2022","Medium Value","0","0","0","0"
1712376,11785.238000000001,"2022","High Value","1","0","0","0"
1712380,723.5999999999999,"2024","Medium Value","0","0","0","0"
1712690,6865.44,"2022","High Value","0","0","0","0"
1712802,1930.75,"2023","Medium Value","0","0","0","0"
1713039,3869.33,"2023","High Value","0","0","1","1"
1713073,454.93488,"2023","Low Value","0","0","0","0"
1713099,3124.6279999999997,"2021","Medium Value","0","0","0","1"
1713185,262.23928,"2022","Low Value","0","0","0","1"
1713360,4892.711,"2022","High Value","0","1","0","1"
1713476,404.708,"2023","Low Value","0","0","0","0"
1713487,771.07,"2023","Medium Value","0","0","0","0"
1713497,53.97,"2022","Low Value","0","0","0","0"
1713571,7483.397999999999,"2020","High Value","0","0","0","0"
1713595,179.982,"2022","Low Value","0","0","0","0"
1713669,5190.89838,"2021","High Value","0","1","0","0"
1713672,4697.02212,"2021","High Value","0","1","0","0"
1713723,5060.419999999999,"2022","High Value","0","0","0","0"
1713902,3961.4982,"2023","High Value","0","0","1","1"
1713926,366.795,"2020","Low Value","0","0","0","0"
1713950,49.786,"2022","Low Value","0","0","0","0"
1713956,467.974,"2022","Low Value","0","0","0","0"
1714019,1725.2045,"2023","Medium Value","0","0","0","0"
1714044,10197.586299999999,"2022","High Value","0","0","1","0"
1714273,1782.2534999999998,"2022","Medium Value","0","0","0","0"
1714344,16.9106,"2023","Low Value","0","0","0","0"
1714370,2686.7351,"2022","Medium Value","1","0","0","0"
1714465,233.6892,"2023","Low Value","0","0","0","0"
1714512,336.42,"2021","Low Value","0","0","0","0"
1714537,7151.976000000001,"2021","High Value","0","0","0","0"
1714669,70.99,"2023","Low Value","0","0","0","0"
1714684,43.344,"2023","Low Value","0","0","0","0"
1714754,151.15800000000002,"2021","Low Value","0","0","0","0"
1714850,348,"2023","Low Value","0","0","0","0"
1714873,1181.13,"2022","Medium Value","0","0","0","0"
1714912,82.8576,"2022","Low Value","0","0","0","0"
1715016,254.51686,"2021","Low Value","0","0","0","0"
1715050,4672.50457,"2022","High Value","0","0","0","0"
1715062,157.122,"2022","Low Value","0","0","0","0"
1715197,251.55,"2022","Low Value","0","0","0","0"
1715243,2248.024,"2023","Medium Value","0","0","0","0"
1715258,599.8,"2023","Medium Value","0","0","0","0"
1715282,2436.74,"2022","Medium Value","0","0","0","0"
1715305,2079.406,"2021","Medium Value","0","0","0","0"
1715321,2518.09,"2022","Medium Value","0","0","0","0"
1715330,10254.983400000001,"2021","High Value","0","0","0","0"
1715363,6143.490000000001,"2023","High Value","0","0","0","0"
1715413,5126.3642,"2022","High Value","0","0","0","1"
1715479,130.10500000000002,"2021","Low Value","0","0","0","0"
1715517,11855.037199999999,"2023","High Value","0","0","0","0"
1715540,4.80249,"2021","Low Value","0","0","0","0"
1715613,10013.971399999999,"2022","High Value","0","0","1","0"
1715785,3477.285,"2021","Medium Value","0","0","0","0"
1715902,3134.0480000000002,"2023","Medium Value","0","0","0","0"
1716032,2694.72,"2023","Medium Value","0","0","0","0"
1716183,1566.76,"2023","Medium Value","0","0","0","0"
1716185,1207.3319999999999,"2021","Medium Value","0","0","0","0"
1716260,504.59090000000003,"2023","Medium Value","0","0","0","0"
1716305,1110.25497,"2021","Medium Value","0","0","0","1"
1716441,2798.7711,"2022","Medium Value","0","0","1","0"
1716587,2545.337,"2021","Medium Value","0","0","0","1"
1716630,827.5455599999999,"2022","Medium Value","0","0","0","0"
1716638,3234.2785,"2022","Medium Value","0","0","0","0"
1716788,720.6596999999999,"2020","Medium Value","0","0","0","0"
1716893,1160.115,"2021","Medium Value","0","0","0","0"
1716914,1460.04,"2023","Medium Value","0","0","0","0"
1716947,4074.1369999999997,"2021","Medium Value","0","0","0","0"
1717068,3723.2676,"2023","High Value","0","0","0","0"
1717089,16.796969999999998,"2021","Low Value","0","0","0","0"
1717258,1374.4832,"2023","Medium Value","0","0","0","0"
1717375,1866.01819,"2022","Medium Value","0","0","0","0"
1717379,11.22336,"2021","Low Value","0","0","0","0"
1717476,804,"2022","Medium Value","0","0","0","0"
1717627,1519.1963999999998,"2023","Medium Value","0","0","0","0"
1717631,4142.0542000000005,"2022","High Value","0","0","0","0"
1717662,13.74624,"2022","Low Value","0","0","0","0"
1717669,4305.70608,"2021","High Value","0","0","0","0"
1717741,3383.4942,"2022","Medium Value","0","0","0","1"
1717828,3263.97,"2023","Medium Value","0","0","0","0"
1717843,984.3109999999999,"2022","Medium Value","0","0","0","0"
1718216,296.08829000000003,"2022","Low Value","0","0","0","1"
1718290,2433.4090000000006,"2022","Medium Value","0","0","0","1"
1718431,1281.5288,"2023","Medium Value","0","0","0","0"
1718602,2959.9163000000003,"2022","Medium Value","0","0","0","0"
1718621,525.95,"2022","Low Value","0","0","0","0"
1718756,954.8052,"2023","Medium Value","0","0","0","0"
1718908,39.1065,"2023","Low Value","0","0","0","0"
1718966,6996.001399999999,"2022","High Value","0","1","0","0"
1719000,1434.9616,"2022","Medium Value","0","0","0","0"
1719087,523.5,"2020","Medium Value","0","0","0","0"
1719103,2787.552,"2023","Medium Value","0","1","0","0"
1719234,1825.902,"2023","Medium Value","0","0","0","0"
1719378,2834.475,"2021","Medium Value","0","0","0","0"
1719403,566.72,"2021","Low Value","0","0","0","0"
1719452,8120.668,"2022","High Value","0","0","0","0"
1719467,83.3,"2022","Low Value","0","0","0","0"
1719819,258.7669,"2023","Low Value","0","0","0","0"
1719992,5349.4968,"2022","High Value","0","0","1","1"
1719998,5779.8249,"2024","High Value","0","0","0","0"
1720018,2659.63,"2020","Medium Value","0","0","0","0"
1720183,1974.28678,"2022","Medium Value","0","0","1","0"
1720241,2862.672,"2023","Medium Value","0","0","0","0"
1720403,284.05,"2021","Low Value","0","0","0","0"
1720407,274.84704,"2022","Low Value","0","0","0","0"
1720424,1805.7900000000002,"2023","Medium Value","0","0","0","0"
1720464,80.352,"2021","Low Value","0","0","0","0"
1720586,356.69256,"2022","Low Value","0","0","0","0"
1720626,2084.544,"2022","Medium Value","0","0","0","0"
1720682,2653.4277,"2023","Medium Value","0","0","0","0"
1720761,7852.12,"2022","High Value","0","0","0","0"
1721052,437.17524,"2022","Low Value","0","0","0","0"
1721083,5577.540300000001,"2023","High Value","0","0","0","0"
1721118,1869,"2021","Medium Value","0","0","0","0"
1721229,1767,"2022","Medium Value","0","0","0","0"
1721249,5007.315,"2022","High Value","0","0","1","0"
1721285,199.96704,"2022","Low Value","0","0","0","0"
1721350,7132.05781,"2022","High Value","0","0","0","0"
1721390,4258.9,"2022","High Value","0","0","0","0"
1721443,295.1112,"2022","Low Value","0","0","0","0"
1721635,2550.3746399999995,"2020","Medium Value","0","0","0","0"
1721694,361.185,"2021","Low Value","0","0","0","0"
1721813,3181.9401,"2022","Medium Value","0","0","0","0"
1721891,88.66535999999999,"2020","Low Value","0","0","0","0"
1722053,697.5175999999999,"2023","Medium Value","0","0","0","0"
1722161,5.005,"2022","Low Value","0","0","0","0"
1722195,3146.475,"2022","Medium Value","0","0","1","0"
1722354,1048.5,"2020","Medium Value","0","0","0","0"
1722571,1618.44154,"2020","Medium Value","0","0","0","0"
1722574,8252.938880000002,"2021","High Value","0","0","0","0"
1722851,2584.126,"2022","Medium Value","0","0","0","0"
