;customerkey;cohort_year;month;retirned_customer
88061;1469919;2021;Month 12;0
88062;1470026;2023;Month 12;0
88063;1470062;2023;Month 12;0
88064;1470168;2020;Month 12;0
88065;1470169;2021;Month 12;0
88066;1470186;2020;Month 12;0
88067;1470200;2020;Month 12;0
88068;1470217;2020;Month 12;0
88069;1470450;2022;Month 12;0
88070;1470499;2022;Month 12;0
88071;1470536;2022;Month 12;0
88072;1470627;2022;Month 12;0
88073;1470774;2022;Month 12;0
88074;1470868;2021;Month 12;0
88075;1470975;2021;Month 12;1
88076;1470995;2022;Month 12;0
88077;1471018;2023;Month 12;1
88078;1471074;2022;Month 12;1
88079;1471119;2022;Month 12;0
88080;1471130;2023;Month 12;0
88081;1471174;2021;Month 12;0
88082;1471199;2021;Month 12;1
88083;1471298;2020;Month 12;0
88084;1471362;2022;Month 12;0
88085;1471384;2023;Month 12;0
88086;1471470;2023;Month 12;0
88087;1471514;2021;Month 12;0
88088;1471564;2023;Month 12;0
88089;1471591;2022;Month 12;0
88090;1471601;2022;Month 12;0
88091;1471635;2021;Month 12;0
88092;1471729;2022;Month 12;0
88093;1471941;2020;Month 12;0
88094;1471954;2021;Month 12;0
88095;1471959;2022;Month 12;0
88096;1471987;2021;Month 12;1
88097;1472055;2022;Month 12;0
88098;1472239;2021;Month 12;0
88099;1472290;2023;Month 12;0
88100;1472316;2023;Month 12;0
88101;1472504;2022;Month 12;0
88102;1472590;2022;Month 12;1
88103;1472594;2021;Month 12;0
88104;1472630;2021;Month 12;0
88105;1472739;2022;Month 12;0
88106;1473015;2021;Month 12;0
88107;1473131;2022;Month 12;0
88108;1473260;2022;Month 12;0
88109;1473301;2022;Month 12;0
88110;1473370;2022;Month 12;0
88111;1473384;2023;Month 12;0
88112;1473400;2023;Month 12;0
88113;1473403;2021;Month 12;0
88114;1473416;2020;Month 12;0
88115;1473650;2022;Month 12;0
88116;1473806;2020;Month 12;0
88117;1473911;2021;Month 12;1
88118;1473922;2022;Month 12;0
88119;1473951;2022;Month 12;1
88120;1474006;2023;Month 12;0
88121;1474014;2022;Month 12;0
88122;1474087;2023;Month 12;0
88123;1474125;2023;Month 12;0
88124;1474135;2022;Month 12;0
88125;1474159;2022;Month 12;0
88126;1474241;2021;Month 12;0
88127;1474348;2022;Month 12;0
88128;1474368;2023;Month 12;0
88129;1474405;2022;Month 12;0
88130;1474428;2023;Month 12;0
88131;1474565;2021;Month 12;0
88132;1474650;2023;Month 12;1
88133;1474708;2023;Month 12;0
88134;1474782;2021;Month 12;0
88135;1474897;2022;Month 12;0
88136;1474898;2023;Month 12;0
88137;1475050;2022;Month 12;0
88138;1475066;2023;Month 12;0
88139;1475168;2022;Month 12;0
88140;1475242;2022;Month 12;0
88141;1475286;2021;Month 12;0
88142;1475385;2021;Month 12;0
88143;1475431;2021;Month 12;0
88144;1475507;2022;Month 12;0
88145;1475541;2024;Month 12;0
88146;1475564;2022;Month 12;0
88147;1475640;2022;Month 12;0
88148;1475704;2021;Month 12;0
88149;1475785;2023;Month 12;0
88150;1476055;2021;Month 12;0
88151;1476071;2022;Month 12;0
88152;1476452;2021;Month 12;0
88153;1476489;2022;Month 12;0
88154;1476595;2021;Month 12;0
88155;1476645;2024;Month 12;0
88156;1476717;2022;Month 12;0
88157;1476731;2021;Month 12;0
88158;1476741;2022;Month 12;1
88159;1476765;2021;Month 12;0
88160;1476861;2023;Month 12;0
88161;1476877;2021;Month 12;0
88162;1476997;2020;Month 12;0
88163;1477060;2022;Month 12;0
88164;1477205;2021;Month 12;0
88165;1477302;2020;Month 12;0
88166;1477316;2021;Month 12;1
88167;1477373;2023;Month 12;0
88168;1477387;2022;Month 12;0
88169;1477616;2021;Month 12;0
88170;1477624;2022;Month 12;0
88171;1477706;2023;Month 12;0
88172;1477771;2020;Month 12;0
88173;1477877;2021;Month 12;1
88174;1477935;2021;Month 12;0
88175;1478256;2023;Month 12;0
88176;1478393;2020;Month 12;0
88177;1478567;2021;Month 12;0
88178;1478593;2022;Month 12;0
88179;1478618;2020;Month 12;0
88180;1478729;2021;Month 12;0
88181;1478754;2022;Month 12;0
88182;1478883;2022;Month 12;1
88183;1478924;2020;Month 12;1
88184;1478968;2022;Month 12;0
88185;1479115;2022;Month 12;0
88186;1479187;2021;Month 12;0
88187;1479227;2023;Month 12;0
88188;1479342;2023;Month 12;1
88189;1479565;2021;Month 12;0
88190;1479654;2022;Month 12;0
88191;1479709;2021;Month 12;0
88192;1479781;2022;Month 12;0
88193;1480042;2020;Month 12;0
88194;1480140;2022;Month 12;0
88195;1480314;2021;Month 12;1
88196;1480399;2022;Month 12;1
88197;1480430;2023;Month 12;0
88198;1480451;2021;Month 12;0
88199;1480485;2021;Month 12;0
88200;1480536;2023;Month 12;0
88201;1480605;2023;Month 12;0
88202;1480667;2021;Month 12;0
88203;1480719;2022;Month 12;0
88204;1480801;2020;Month 12;0
88205;1480814;2020;Month 12;0
88206;1480868;2021;Month 12;0
88207;1480895;2023;Month 12;0
88208;1480907;2020;Month 12;0
88209;1480923;2021;Month 12;0
88210;1480965;2020;Month 12;0
88211;1481073;2021;Month 12;1
88212;1481108;2023;Month 12;0
88213;1481113;2020;Month 12;0
88214;1481150;2021;Month 12;0
88215;1481252;2021;Month 12;0
88216;1481255;2023;Month 12;0
88217;1481273;2022;Month 12;0
88218;1481338;2024;Month 12;0
88219;1481492;2023;Month 12;0
88220;1481500;2020;Month 12;0
88221;1481592;2020;Month 12;0
88222;1481606;2020;Month 12;0
88223;1481747;2023;Month 12;0
88224;1481797;2022;Month 12;0
88225;1481852;2023;Month 12;0
88226;1481968;2021;Month 12;0
88227;1482098;2022;Month 12;0
88228;1482185;2021;Month 12;0
88229;1482203;2023;Month 12;0
88230;1482337;2022;Month 12;0
88231;1482371;2020;Month 12;0
88232;1482376;2023;Month 12;0
88233;1482468;2020;Month 12;0
88234;1482472;2020;Month 12;0
88235;1482554;2020;Month 12;0
88236;1482615;2021;Month 12;0
88237;1482657;2020;Month 12;0
88238;1482674;2024;Month 12;0
88239;1482754;2023;Month 12;1
88240;1482882;2022;Month 12;0
88241;1482883;2022;Month 12;0
88242;1483141;2022;Month 12;0
88243;1483142;2021;Month 12;0
88244;1483190;2022;Month 12;0
88245;1483198;2023;Month 12;0
88246;1483234;2021;Month 12;0
88247;1483260;2022;Month 12;0
88248;1483441;2022;Month 12;0
88249;1483483;2021;Month 12;0
88250;1483497;2022;Month 12;0
88251;1483504;2020;Month 12;0
88252;1483538;2022;Month 12;0
88253;1483555;2022;Month 12;0
88254;1483613;2021;Month 12;0
88255;1483796;2022;Month 12;0
88256;1483853;2020;Month 12;0
88257;1484053;2022;Month 12;0
88258;1484236;2021;Month 12;0
88259;1484289;2023;Month 12;0
88260;1484320;2023;Month 12;0
88261;1484338;2022;Month 12;1
88262;1484352;2023;Month 12;0
88263;1484479;2021;Month 12;0
88264;1484671;2021;Month 12;0
88265;1484685;2021;Month 12;0
88266;1484729;2022;Month 12;0
88267;1485008;2023;Month 12;0
88268;1485074;2021;Month 12;1
88269;1485233;2022;Month 12;1
88270;1485264;2021;Month 12;0
88271;1485291;2023;Month 12;0
88272;1485656;2023;Month 12;0
88273;1485684;2021;Month 12;0
88274;1485752;2020;Month 12;1
88275;1485819;2023;Month 12;0
88276;1485872;2024;Month 12;0
88277;1485959;2020;Month 12;0
88278;1485992;2022;Month 12;0
88279;1486043;2023;Month 12;0
88280;1486126;2022;Month 12;0
88281;1486242;2020;Month 12;0
88282;1486270;2021;Month 12;0
88283;1486358;2021;Month 12;0
88284;1486492;2023;Month 12;0
88285;1486644;2022;Month 12;0
88286;1486797;2022;Month 12;0
88287;1486875;2022;Month 12;0
88288;1486947;2021;Month 12;0
88289;1486986;2022;Month 12;0
88290;1487217;2024;Month 12;0
88291;1487251;2023;Month 12;1
88292;1487327;2021;Month 12;1
88293;1487407;2022;Month 12;0
88294;1487507;2020;Month 12;0
88295;1487547;2022;Month 12;0
88296;1487556;2021;Month 12;1
88297;1487567;2020;Month 12;0
88298;1487570;2022;Month 12;0
88299;1487601;2021;Month 12;0
88300;1487695;2021;Month 12;0
88301;1487738;2021;Month 12;0
88302;1487829;2023;Month 12;0
88303;1487852;2023;Month 12;0
88304;1487853;2022;Month 12;0
88305;1487936;2022;Month 12;0
88306;1488121;2020;Month 12;0
88307;1488134;2020;Month 12;0
88308;1488173;2021;Month 12;0
88309;1488267;2021;Month 12;0
88310;1488346;2022;Month 12;0
88311;1488352;2022;Month 12;0
88312;1488425;2021;Month 12;0
88313;1488457;2022;Month 12;0
88314;1488576;2020;Month 12;0
88315;1488603;2020;Month 12;0
88316;1488610;2022;Month 12;0
88317;1488653;2020;Month 12;0
88318;1488655;2021;Month 12;0
88319;1488671;2022;Month 12;1
88320;1488727;2022;Month 12;0
88321;1488767;2022;Month 12;0
88322;1488786;2022;Month 12;0
88323;1488866;2020;Month 12;0
88324;1488940;2021;Month 12;0
88325;1489029;2023;Month 12;0
88326;1489184;2021;Month 12;0
88327;1489191;2022;Month 12;1
88328;1489265;2021;Month 12;0
88329;1489462;2022;Month 12;0
88330;1489693;2022;Month 12;0
88331;1489826;2020;Month 12;0
88332;1489971;2023;Month 12;0
88333;1489983;2021;Month 12;1
88334;1490002;2023;Month 12;1
88335;1490075;2022;Month 12;0
88336;1490179;2021;Month 12;0
88337;1490273;2020;Month 12;0
88338;1490358;2022;Month 12;0
88339;1490618;2020;Month 12;0
88340;1490664;2021;Month 12;0
88341;1490773;2023;Month 12;0
88342;1490776;2022;Month 12;0
88343;1490788;2022;Month 12;0
88344;1490799;2023;Month 12;0
88345;1490822;2020;Month 12;0
88346;1490872;2022;Month 12;0
88347;1490911;2021;Month 12;0
88348;1490923;2023;Month 12;0
88349;1491049;2022;Month 12;0
88350;1491120;2022;Month 12;0
88351;1491136;2022;Month 12;0
88352;1491140;2023;Month 12;1
88353;1491204;2023;Month 12;0
88354;1491254;2021;Month 12;0
88355;1491446;2023;Month 12;0
88356;1491520;2023;Month 12;0
88357;1491597;2021;Month 12;0
88358;1491637;2021;Month 12;0
88359;1491773;2024;Month 12;0
88360;1491832;2020;Month 12;0
88361;1491885;2023;Month 12;0
88362;1491894;2022;Month 12;0
88363;1492007;2022;Month 12;0
88364;1492102;2022;Month 12;1
88365;1492209;2020;Month 12;0
88366;1492226;2022;Month 12;0
88367;1492373;2022;Month 12;0
88368;1492520;2022;Month 12;0
88369;1492750;2021;Month 12;0
88370;1492757;2020;Month 12;0
88371;1492831;2021;Month 12;0
88372;1492996;2021;Month 12;0
88373;1493092;2020;Month 12;0
88374;1493200;2022;Month 12;0
88375;1493216;2022;Month 12;0
88376;1493398;2022;Month 12;0
88377;1493522;2022;Month 12;1
88378;1493782;2021;Month 12;0
88379;1493868;2021;Month 12;0
88380;1493886;2022;Month 12;0
88381;1493993;2023;Month 12;1
88382;1493995;2020;Month 12;0
88383;1494031;2022;Month 12;0
88384;1494049;2022;Month 12;0
88385;1494173;2022;Month 12;0
88386;1494255;2022;Month 12;0
88387;1494329;2022;Month 12;0
88388;1494600;2022;Month 12;0
88389;1494616;2022;Month 12;0
88390;1494634;2023;Month 12;0
88391;1494694;2021;Month 12;0
88392;1494702;2022;Month 12;0
88393;1494776;2020;Month 12;0
88394;1494853;2022;Month 12;0
88395;1494914;2022;Month 12;1
88396;1494964;2023;Month 12;1
88397;1494997;2021;Month 12;0
88398;1495150;2022;Month 12;0
88399;1495213;2023;Month 12;0
88400;1495235;2022;Month 12;0
88401;1495304;2022;Month 12;0
88402;1495401;2021;Month 12;1
88403;1495571;2024;Month 12;0
88404;1495585;2023;Month 12;0
88405;1495590;2022;Month 12;0
88406;1495605;2022;Month 12;0
88407;1495672;2022;Month 12;0
88408;1495902;2022;Month 12;0
88409;1496173;2022;Month 12;0
88410;1496342;2023;Month 12;0
88411;1496514;2021;Month 12;0
88412;1496559;2022;Month 12;0
88413;1496740;2022;Month 12;0
88414;1496834;2022;Month 12;0
88415;1496917;2022;Month 12;0
88416;1496954;2022;Month 12;1
88417;1496966;2022;Month 12;1
88418;1496970;2021;Month 12;0
88419;1497077;2021;Month 12;1
88420;1497098;2021;Month 12;0
88421;1497190;2022;Month 12;1
88422;1497250;2022;Month 12;0
88423;1497305;2021;Month 12;0
88424;1497398;2021;Month 12;0
88425;1497700;2022;Month 12;1
88426;1497865;2020;Month 12;0
88427;1497899;2023;Month 12;0
88428;1497992;2022;Month 12;0
88429;1498098;2024;Month 12;0
88430;1498140;2022;Month 12;0
88431;1498210;2022;Month 12;0
88432;1498246;2020;Month 12;0
88433;1498258;2023;Month 12;0
88434;1498300;2021;Month 12;0
88435;1498362;2022;Month 12;0
88436;1498383;2022;Month 12;0
88437;1498393;2020;Month 12;0
88438;1498474;2020;Month 12;0
88439;1498480;2020;Month 12;0
88440;1498611;2021;Month 12;0
88441;1498626;2020;Month 12;0
88442;1498652;2024;Month 12;0
88443;1498794;2023;Month 12;0
88444;1498858;2022;Month 12;0
88445;1498863;2022;Month 12;0
88446;1498877;2022;Month 12;0
88447;1499033;2022;Month 12;1
88448;1499183;2020;Month 12;0
88449;1499195;2021;Month 12;0
88450;1499243;2022;Month 12;1
88451;1499473;2024;Month 12;0
88452;1499534;2021;Month 12;0
88453;1499720;2023;Month 12;1
88454;1499817;2021;Month 12;0
88455;1499861;2022;Month 12;0
88456;1499959;2022;Month 12;0
88457;1499973;2021;Month 12;1
88458;1500062;2022;Month 12;0
88459;1500185;2021;Month 12;0
88460;1500197;2024;Month 12;0
88461;1500251;2020;Month 12;0
88462;1500302;2022;Month 12;0
88463;1500318;2021;Month 12;0
88464;1500369;2023;Month 12;0
88465;1500408;2020;Month 12;0
88466;1500446;2021;Month 12;0
88467;1500472;2023;Month 12;0
88468;1500602;2021;Month 12;0
88469;1500678;2021;Month 12;0
88470;1500699;2023;Month 12;0
88471;1500733;2022;Month 12;0
88472;1500749;2021;Month 12;0
88473;1500830;2022;Month 12;1
88474;1500862;2020;Month 12;0
88475;1501041;2022;Month 12;0
88476;1501211;2020;Month 12;0
88477;1501315;2023;Month 12;0
88478;1501421;2022;Month 12;0
88479;1501494;2022;Month 12;0
88480;1501506;2023;Month 12;0
88481;1501514;2022;Month 12;0
88482;1501531;2022;Month 12;0
88483;1501554;2022;Month 12;0
88484;1501579;2023;Month 12;0
88485;1501774;2022;Month 12;0
88486;1501830;2021;Month 12;0
88487;1501958;2022;Month 12;0
88488;1501959;2023;Month 12;0
88489;1501979;2022;Month 12;0
88490;1502013;2022;Month 12;0
88491;1502016;2021;Month 12;0
88492;1502147;2023;Month 12;0
88493;1502206;2020;Month 12;0
88494;1502285;2023;Month 12;0
88495;1502358;2020;Month 12;0
88496;1502478;2022;Month 12;0
88497;1502512;2020;Month 12;0
88498;1502542;2022;Month 12;0
88499;1502616;2022;Month 12;0
88500;1502629;2023;Month 12;0
88501;1502717;2022;Month 12;1
88502;1502722;2021;Month 12;0
88503;1502921;2024;Month 12;0
88504;1502956;2020;Month 12;0
88505;1502966;2022;Month 12;0
88506;1503018;2021;Month 12;0
88507;1503021;2023;Month 12;1
88508;1503027;2020;Month 12;0
88509;1503078;2023;Month 12;0
88510;1503346;2023;Month 12;0
88511;1503353;2022;Month 12;0
88512;1503399;2021;Month 12;0
88513;1503419;2022;Month 12;0
88514;1503542;2021;Month 12;0
88515;1503627;2023;Month 12;0
88516;1503749;2023;Month 12;0
88517;1504073;2020;Month 12;1
88518;1504131;2022;Month 12;0
88519;1504251;2020;Month 12;0
88520;1504382;2022;Month 12;0
88521;1504435;2022;Month 12;0
88522;1504440;2020;Month 12;0
88523;1505018;2024;Month 12;0
88524;1505350;2022;Month 12;0
88525;1505384;2021;Month 12;0
88526;1505434;2023;Month 12;0
88527;1505489;2021;Month 12;0
88528;1505527;2022;Month 12;0
88529;1505600;2023;Month 12;0
88530;1505771;2022;Month 12;0
88531;1505928;2022;Month 12;0
88532;1506037;2023;Month 12;0
88533;1506053;2021;Month 12;0
88534;1506143;2021;Month 12;0
88535;1506232;2021;Month 12;0
88536;1506428;2024;Month 12;0
88537;1506562;2021;Month 12;0
88538;1506692;2022;Month 12;1
88539;1506841;2022;Month 12;1
88540;1507181;2023;Month 12;0
88541;1507236;2023;Month 12;0
88542;1507270;2021;Month 12;0
88543;1507341;2022;Month 12;0
88544;1507362;2022;Month 12;0
88545;1507558;2021;Month 12;0
88546;1507583;2022;Month 12;1
88547;1507797;2022;Month 12;0
88548;1507823;2021;Month 12;0
88549;1507974;2022;Month 12;0
88550;1508014;2020;Month 12;0
88551;1508240;2020;Month 12;0
88552;1508309;2023;Month 12;0
88553;1508526;2022;Month 12;0
88554;1508576;2023;Month 12;0
88555;1508731;2022;Month 12;0
88556;1508924;2021;Month 12;0
88557;1509015;2023;Month 12;0
88558;1509110;2022;Month 12;0
88559;1509175;2024;Month 12;0
88560;1509228;2021;Month 12;0
88561;1509330;2022;Month 12;0
88562;1509560;2020;Month 12;0
88563;1509696;2023;Month 12;0
88564;1509723;2023;Month 12;0
88565;1509750;2021;Month 12;0
88566;1509853;2022;Month 12;0
88567;1509885;2022;Month 12;0
88568;1509981;2022;Month 12;0
88569;1509983;2021;Month 12;1
88570;1510006;2022;Month 12;0
88571;1510103;2023;Month 12;0
88572;1510159;2022;Month 12;0
88573;1510271;2021;Month 12;0
88574;1510492;2022;Month 12;0
88575;1510999;2021;Month 12;1
88576;1511014;2022;Month 12;0
88577;1511035;2023;Month 12;0
88578;1511069;2023;Month 12;0
88579;1511110;2022;Month 12;0
88580;1511123;2022;Month 12;0
88581;1511209;2022;Month 12;1
88582;1511238;2023;Month 12;0
88583;1511285;2022;Month 12;0
88584;1511287;2021;Month 12;0
88585;1511323;2024;Month 12;0
88586;1511351;2022;Month 12;0
88587;1511353;2021;Month 12;0
88588;1511573;2022;Month 12;1
88589;1511617;2023;Month 12;0
88590;1511624;2023;Month 12;0
88591;1511658;2023;Month 12;0
88592;1511674;2022;Month 12;0
88593;1511735;2023;Month 12;0
88594;1511873;2023;Month 12;0
88595;1511898;2022;Month 12;0
88596;1511940;2023;Month 12;0
88597;1511948;2020;Month 12;0
88598;1512006;2022;Month 12;1
88599;1512141;2023;Month 12;0
88600;1512224;2021;Month 12;1
88601;1512267;2021;Month 12;1
88602;1512282;2024;Month 12;0
88603;1512294;2020;Month 12;0
88604;1512405;2023;Month 12;0
88605;1512791;2021;Month 12;0
88606;1512843;2023;Month 12;0
88607;1512857;2020;Month 12;0
88608;1512859;2023;Month 12;0
88609;1512979;2023;Month 12;1
88610;1513100;2023;Month 12;0
88611;1513166;2023;Month 12;0
88612;1513295;2020;Month 12;0
88613;1513584;2023;Month 12;0
88614;1513714;2021;Month 12;0
88615;1513781;2023;Month 12;0
88616;1513783;2023;Month 12;0
88617;1513800;2022;Month 12;0
88618;1513813;2021;Month 12;0
88619;1513839;2022;Month 12;0
88620;1513914;2020;Month 12;0
88621;1513924;2022;Month 12;0
88622;1513973;2021;Month 12;0
88623;1514045;2021;Month 12;0
88624;1514133;2023;Month 12;0
88625;1514198;2022;Month 12;1
88626;1514242;2022;Month 12;0
88627;1514396;2022;Month 12;0
88628;1514414;2022;Month 12;0
88629;1514419;2022;Month 12;0
88630;1514420;2023;Month 12;0
88631;1514598;2023;Month 12;0
88632;1514643;2024;Month 12;0
88633;1515066;2022;Month 12;0
88634;1515274;2022;Month 12;0
88635;1515295;2022;Month 12;0
88636;1515301;2021;Month 12;0
88637;1515315;2022;Month 12;0
88638;1515494;2023;Month 12;1
88639;1515549;2022;Month 12;0
88640;1515591;2022;Month 12;0
88641;1515625;2023;Month 12;0
88642;1515655;2022;Month 12;0
88643;1515854;2022;Month 12;0
88644;1515866;2022;Month 12;0
88645;1515993;2020;Month 12;0
88646;1516005;2022;Month 12;0
88647;1516101;2022;Month 12;0
88648;1516114;2020;Month 12;0
88649;1516222;2022;Month 12;0
88650;1516313;2022;Month 12;0
88651;1516342;2020;Month 12;0
88652;1516397;2023;Month 12;0
88653;1516508;2022;Month 12;0
88654;1516529;2022;Month 12;0
88655;1516569;2020;Month 12;0
88656;1516660;2022;Month 12;0
88657;1516701;2022;Month 12;1
88658;1516735;2022;Month 12;0
88659;1516746;2021;Month 12;0
88660;1516983;2023;Month 12;0
88661;1517068;2021;Month 12;0
88662;1517137;2020;Month 12;0
88663;1517181;2021;Month 12;0
88664;1517339;2023;Month 12;0
88665;1517361;2022;Month 12;0
88666;1517373;2022;Month 12;1
88667;1517389;2022;Month 12;0
88668;1517390;2022;Month 12;0
88669;1517450;2021;Month 12;0
88670;1517547;2022;Month 12;0
88671;1517631;2020;Month 12;0
88672;1517661;2022;Month 12;0
88673;1517766;2021;Month 12;0
88674;1517869;2023;Month 12;0
88675;1517942;2022;Month 12;0
88676;1517973;2020;Month 12;0
88677;1518119;2021;Month 12;0
88678;1518195;2022;Month 12;0
88679;1518347;2021;Month 12;0
88680;1518416;2021;Month 12;0
88681;1518440;2020;Month 12;0
88682;1518442;2023;Month 12;0
88683;1518475;2021;Month 12;0
88684;1518593;2023;Month 12;1
88685;1518622;2021;Month 12;0
88686;1518674;2020;Month 12;0
88687;1518678;2021;Month 12;0
88688;1518796;2022;Month 12;0
88689;1518826;2023;Month 12;0
88690;1518839;2020;Month 12;0
88691;1518916;2022;Month 12;0
88692;1518925;2022;Month 12;0
88693;1519091;2021;Month 12;1
88694;1519126;2020;Month 12;0
88695;1519253;2023;Month 12;0
88696;1519259;2022;Month 12;0
88697;1519281;2023;Month 12;0
88698;1519317;2022;Month 12;0
88699;1519605;2024;Month 12;0
88700;1519800;2021;Month 12;0
88701;1519904;2021;Month 12;0
88702;1519970;2020;Month 12;0
88703;1520021;2022;Month 12;0
88704;1520024;2021;Month 12;0
88705;1520065;2021;Month 12;0
88706;1520236;2021;Month 12;1
88707;1520255;2022;Month 12;0
88708;1520309;2022;Month 12;0
88709;1520314;2021;Month 12;0
88710;1520352;2024;Month 12;0
88711;1520506;2022;Month 12;0
88712;1520521;2021;Month 12;0
88713;1520528;2022;Month 12;0
88714;1520671;2022;Month 12;1
88715;1520696;2022;Month 12;1
88716;1520719;2022;Month 12;0
88717;1520750;2022;Month 12;1
88718;1520810;2023;Month 12;0
88719;1520919;2023;Month 12;0
88720;1520946;2022;Month 12;0
88721;1520979;2022;Month 12;0
88722;1521148;2022;Month 12;1
88723;1521298;2022;Month 12;0
88724;1521310;2023;Month 12;0
88725;1521354;2020;Month 12;0
88726;1521392;2020;Month 12;0
88727;1521615;2021;Month 12;0
88728;1521705;2021;Month 12;0
88729;1521767;2021;Month 12;0
88730;1521791;2020;Month 12;0
88731;1521899;2022;Month 12;0
88732;1522270;2022;Month 12;0
88733;1522359;2020;Month 12;0
88734;1522370;2021;Month 12;0
88735;1522476;2022;Month 12;0
88736;1522626;2020;Month 12;0
88737;1522714;2022;Month 12;0
88738;1522943;2020;Month 12;0
88739;1522977;2023;Month 12;0
88740;1523044;2022;Month 12;1
88741;1523045;2020;Month 12;0
88742;1523078;2022;Month 12;0
88743;1523116;2020;Month 12;0
88744;1523309;2022;Month 12;0
88745;1523317;2023;Month 12;0
88746;1523464;2020;Month 12;0
88747;1523490;2023;Month 12;0
88748;1523657;2022;Month 12;0
88749;1523694;2022;Month 12;0
88750;1523720;2022;Month 12;1
88751;1523786;2020;Month 12;0
88752;1523900;2020;Month 12;0
88753;1523906;2022;Month 12;0
88754;1523925;2022;Month 12;1
88755;1524088;2022;Month 12;0
88756;1524152;2023;Month 12;0
88757;1524363;2022;Month 12;0
88758;1524380;2022;Month 12;0
88759;1524549;2021;Month 12;0
88760;1524575;2024;Month 12;0
88761;1524635;2020;Month 12;0
88762;1524682;2023;Month 12;0
88763;1524798;2020;Month 12;0
88764;1524909;2020;Month 12;0
88765;1524944;2022;Month 12;0
88766;1524960;2022;Month 12;0
88767;1524967;2022;Month 12;0
88768;1525040;2021;Month 12;0
88769;1525051;2020;Month 12;0
88770;1525065;2020;Month 12;0
88771;1525099;2020;Month 12;0
88772;1525104;2022;Month 12;0
88773;1525133;2022;Month 12;1
88774;1525352;2020;Month 12;0
88775;1525387;2022;Month 12;0
88776;1525449;2020;Month 12;0
88777;1525817;2021;Month 12;0
88778;1525860;2023;Month 12;0
88779;1525912;2020;Month 12;0
88780;1525943;2023;Month 12;0
88781;1526394;2022;Month 12;0
88782;1526404;2021;Month 12;0
88783;1526484;2020;Month 12;0
88784;1526498;2023;Month 12;0
88785;1526629;2021;Month 12;0
88786;1526652;2021;Month 12;0
88787;1526691;2021;Month 12;0
88788;1526742;2024;Month 12;0
88789;1526785;2022;Month 12;0
88790;1526930;2020;Month 12;0
88791;1527113;2022;Month 12;0
88792;1527138;2022;Month 12;0
88793;1527165;2021;Month 12;0
88794;1527306;2021;Month 12;0
88795;1527415;2022;Month 12;0
88796;1527604;2023;Month 12;0
88797;1527675;2023;Month 12;0
88798;1527702;2022;Month 12;0
88799;1527715;2021;Month 12;0
88800;1527831;2022;Month 12;0
88801;1528102;2020;Month 12;0
88802;1528265;2022;Month 12;0
88803;1528417;2022;Month 12;0
88804;1528499;2022;Month 12;0
88805;1528613;2022;Month 12;0
88806;1528664;2024;Month 12;0
88807;1528670;2021;Month 12;1
88808;1528767;2021;Month 12;0
88809;1528883;2023;Month 12;0
88810;1528916;2023;Month 12;0
88811;1529006;2020;Month 12;0
88812;1529007;2021;Month 12;1
88813;1529171;2022;Month 12;0
88814;1529200;2022;Month 12;1
88815;1529203;2023;Month 12;0
88816;1529207;2023;Month 12;0
88817;1529239;2023;Month 12;0
88818;1529467;2020;Month 12;0
88819;1529564;2023;Month 12;0
88820;1529621;2022;Month 12;0
88821;1529675;2022;Month 12;0
88822;1529699;2020;Month 12;0
88823;1529739;2020;Month 12;0
88824;1529782;2022;Month 12;0
88825;1529830;2020;Month 12;0
88826;1529932;2021;Month 12;0
88827;1529983;2023;Month 12;0
88828;1530070;2023;Month 12;0
88829;1530109;2023;Month 12;0
88830;1530160;2022;Month 12;0
88831;1530161;2021;Month 12;0
88832;1530226;2023;Month 12;0
88833;1530280;2021;Month 12;0
88834;1530322;2022;Month 12;0
88835;1530358;2021;Month 12;0
88836;1530367;2023;Month 12;0
88837;1530424;2021;Month 12;0
88838;1530476;2021;Month 12;0
88839;1530554;2023;Month 12;0
88840;1530558;2023;Month 12;0
88841;1530744;2022;Month 12;0
88842;1530773;2023;Month 12;0
88843;1530833;2023;Month 12;0
88844;1530834;2022;Month 12;0
88845;1530870;2021;Month 12;0
88846;1531113;2022;Month 12;0
88847;1531118;2022;Month 12;0
88848;1531123;2021;Month 12;0
88849;1531135;2022;Month 12;0
88850;1531328;2021;Month 12;0
88851;1531347;2022;Month 12;0
88852;1531413;2022;Month 12;0
88853;1531440;2024;Month 12;0
88854;1531487;2023;Month 12;0
88855;1531538;2020;Month 12;0
88856;1531548;2022;Month 12;0
88857;1531631;2021;Month 12;0
88858;1531639;2022;Month 12;0
88859;1531980;2022;Month 12;0
88860;1532078;2022;Month 12;0
88861;1532163;2023;Month 12;0
88862;1532249;2020;Month 12;0
88863;1532348;2020;Month 12;0
88864;1532467;2020;Month 12;0
88865;1532526;2022;Month 12;1
88866;1532811;2021;Month 12;0
88867;1532840;2023;Month 12;0
88868;1532907;2021;Month 12;0
88869;1533061;2022;Month 12;0
88870;1533083;2023;Month 12;0
88871;1533107;2021;Month 12;0
88872;1533167;2022;Month 12;0
88873;1533209;2022;Month 12;1
88874;1533316;2022;Month 12;0
88875;1533322;2022;Month 12;0
88876;1533400;2022;Month 12;0
88877;1533454;2022;Month 12;0
88878;1533567;2021;Month 12;0
88879;1533625;2022;Month 12;0
88880;1533809;2020;Month 12;0
88881;1533855;2021;Month 12;0
88882;1533983;2021;Month 12;0
